Account Description,Product,Size,Size Numeric,Strength,WHO ATC 5 Code,Volume,Value,Year Month (after 2000),Year (after 2000),Month,Region_Færøerne,Region_Hovedstaden,Region_Midtjylland,Region_Nordjylland,Region_Sjælland,Region_Syddanmark
1736 Nordoya Apotek,Remicade,1 htgl.,1.0,100.0,L04AB02,4.0,17627.2,1207.0,12.0,7.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,3.0,23447.34,1404.0,14.0,4.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,15368.84,1405.0,14.0,5.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,15368.84,1407.0,14.0,7.0,True,False,False,False,False,False
1736 Nordoya Apotek,Remicade,1 htgl.,1.0,100.0,L04AB02,-4.0,-16756.84,1408.0,14.0,8.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,1.0,7684.42,1409.0,14.0,9.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,1.0,7684.42,1410.0,14.0,10.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,15368.84,1412.0,14.0,12.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,15368.84,1603.0,16.0,3.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,4.0,30737.68,1604.0,16.0,4.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,14610.0,1711.0,17.0,11.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,14610.0,1712.0,17.0,12.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,14610.0,1801.0,18.0,1.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,14610.0,1803.0,18.0,3.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,3.0,21915.0,1806.0,18.0,6.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,14610.0,1808.0,18.0,8.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,14610.0,1810.0,18.0,10.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,0.0,0.0,1811.0,18.0,11.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,1.0,7305.0,1812.0,18.0,12.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,14610.0,1902.0,19.0,2.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,14610.0,1905.0,19.0,5.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,4.0,29220.0,1907.0,19.0,7.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,1.0,7378.05,1911.0,19.0,11.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,14756.1,2001.0,20.0,1.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,1.0,7378.05,2002.0,20.0,2.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,3.0,22134.15,2003.0,20.0,3.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,2.0,14756.1,2004.0,20.0,4.0,True,False,False,False,False,False
1736 Nordoya Apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,1.0,7378.05,2005.0,20.0,5.0,True,False,False,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,27074.62,1207.0,12.0,7.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,27074.62,1209.0,12.0,9.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,27074.62,1301.0,13.0,1.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,26397.75,1402.0,14.0,2.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,0.0,0.0,1505.0,15.0,5.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml)(EuroPharmaDK),1.0,45.0,L04AC05,1.0,25594.0,1505.0,15.0,5.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1508.0,15.0,8.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1512.0,15.0,12.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,24467.0,1708.0,17.0,8.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,24467.0,1710.0,17.0,10.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,2.0,47710.66,1805.0,18.0,5.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,23855.33,1807.0,18.0,7.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,2.0,47710.66,1810.0,18.0,10.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,-1.0,-23855.33,1811.0,18.0,11.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,23855.33,1901.0,19.0,1.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,2.0,46517.9,1904.0,19.0,4.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,23258.95,1906.0,19.0,6.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,23258.95,1909.0,19.0,9.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,23258.95,1911.0,19.0,11.0,False,False,True,False,False,False
1780 aarhus Vejlby apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,22677.47,2001.0,20.0,1.0,False,False,True,False,False,False
1782 Veri Apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,23855.33,1805.0,18.0,5.0,False,False,True,False,False,False
1782 Veri Apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,23855.33,1807.0,18.0,7.0,False,False,True,False,False,False
1782 Veri Apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,23855.33,1810.0,18.0,10.0,False,False,True,False,False,False
1782 Veri Apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,23855.33,1812.0,18.0,12.0,False,False,True,False,False,False
1782 Veri Apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,23258.95,1905.0,19.0,5.0,False,False,True,False,False,False
1783 Egå Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,24467.0,1803.0,18.0,3.0,False,False,True,False,False,False
1783 Egå Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,3.0,71565.99,1804.0,18.0,4.0,False,False,True,False,False,False
1783 Egå Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,47710.66,1808.0,18.0,8.0,False,False,True,False,False,False
1783 Egå Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,23855.33,1809.0,18.0,9.0,False,False,True,False,False,False
1783 Egå Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,3.0,71565.99,1811.0,18.0,11.0,False,False,True,False,False,False
1783 Egå Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,23258.95,1903.0,19.0,3.0,False,False,True,False,False,False
1783 Egå Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,46517.9,1905.0,19.0,5.0,False,False,True,False,False,False
1783 Egå Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,23258.95,1906.0,19.0,6.0,False,False,True,False,False,False
1783 Egå Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,22677.47,2001.0,20.0,1.0,False,False,True,False,False,False
1783 Egå Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,22677.47,2004.0,20.0,4.0,False,False,True,False,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,27074.62,1205.0,12.0,5.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,26397.75,1306.0,13.0,6.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,-1.0,-26397.75,1312.0,13.0,12.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1409.0,14.0,9.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1410.0,14.0,10.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1412.0,14.0,12.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1503.0,15.0,3.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,2.0,51475.62,1504.0,15.0,4.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml)(EuroPharmaDK),1.0,45.0,L04AC05,1.0,25626.0,1504.0,15.0,4.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1505.0,15.0,5.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,2.0,51475.62,1507.0,15.0,7.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,3.0,77213.43,1508.0,15.0,8.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1509.0,15.0,9.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1510.0,15.0,10.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,3.0,77213.43,1511.0,15.0,11.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,2.0,51475.62,1512.0,15.0,12.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,2.0,51475.62,1601.0,16.0,1.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1602.0,16.0,2.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,25737.81,1603.0,16.0,3.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1603.0,16.0,3.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,2.0,51475.62,1604.0,16.0,4.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,50188.72,1605.0,16.0,5.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,3.0,76569.98,1605.0,16.0,5.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,2.0,50188.72,1606.0,16.0,6.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,25094.36,1608.0,16.0,8.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,25094.36,1609.0,16.0,9.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25094.36,1609.0,16.0,9.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25094.36,1610.0,16.0,10.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,25094.36,1611.0,16.0,11.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,2.0,50188.72,1611.0,16.0,11.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,3.0,75283.08,1612.0,16.0,12.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,25094.36,1701.0,17.0,1.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,25094.36,1702.0,17.0,2.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25094.36,1703.0,17.0,3.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,25094.36,1704.0,17.0,4.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,3.0,73401.0,1704.0,17.0,4.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,24467.0,1705.0,17.0,5.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,24467.0,1706.0,17.0,6.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,24467.0,1707.0,17.0,7.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,24467.0,1708.0,17.0,8.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,24467.0,1709.0,17.0,9.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,4.0,97868.0,1710.0,17.0,10.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,24467.0,1712.0,17.0,12.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,24467.0,1712.0,17.0,12.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,24467.0,1803.0,18.0,3.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,24467.0,1804.0,18.0,4.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,24467.0,1804.0,18.0,4.0,False,False,False,True,False,False
1810 Aalborg Budolfi apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,23855.33,1807.0,18.0,7.0,False,False,False,True,False,False
1811 Nibe Apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,2.0,50188.72,1609.0,16.0,9.0,False,False,False,True,False,False
1811 Nibe Apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25094.36,1701.0,17.0,1.0,False,False,False,True,False,False
1811 Nibe Apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,24467.0,1704.0,17.0,4.0,False,False,False,True,False,False
1811 Nibe Apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,24467.0,1707.0,17.0,7.0,False,False,False,True,False,False
1811 Nibe Apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,24467.0,1711.0,17.0,11.0,False,False,False,True,False,False
1811 Nibe Apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,24467.0,1801.0,18.0,1.0,False,False,False,True,False,False
1811 Nibe Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,24467.0,1803.0,18.0,3.0,False,False,False,True,False,False
1811 Nibe Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,24467.0,1804.0,18.0,4.0,False,False,False,True,False,False
1811 Nibe Apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,23855.33,1804.0,18.0,4.0,False,False,False,True,False,False
1812 Løgstør Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,25737.81,1504.0,15.0,4.0,False,False,False,True,False,False
1812 Løgstør Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,25737.81,1505.0,15.0,5.0,False,False,False,True,False,False
1812 Løgstør Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,25737.81,1507.0,15.0,7.0,False,False,False,True,False,False
1812 Løgstør Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,25737.81,1604.0,16.0,4.0,False,False,False,True,False,False
1820 Hellerup apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,3.0,81223.86,1102.0,11.0,2.0,False,True,False,False,False,False
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,52795.5,1305.0,13.0,5.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,26397.75,1309.0,13.0,9.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,26397.75,1312.0,13.0,12.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,26397.75,1401.0,14.0,1.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,51475.62,1404.0,14.0,4.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,51475.62,1406.0,14.0,6.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,51475.62,1408.0,14.0,8.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,51475.62,1412.0,14.0,12.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,25737.81,1503.0,15.0,3.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1.0,25737.81,1505.0,15.0,5.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,51475.62,1506.0,15.0,6.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,51475.62,1509.0,15.0,9.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,51475.62,1601.0,16.0,1.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,50188.72,1605.0,16.0,5.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,50188.72,1610.0,16.0,10.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,3.0,75283.08,1702.0,17.0,2.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,48934.0,1705.0,17.0,5.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,48934.0,1708.0,17.0,8.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,48934.0,1709.0,17.0,9.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,48934.0,1803.0,18.0,3.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,47710.66,1807.0,18.0,7.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,47710.66,1809.0,18.0,9.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,46517.9,1907.0,19.0,7.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,46517.9,1910.0,19.0,10.0,False,False,False,False,False,True
2000 Vejen apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,45354.94,2004.0,20.0,4.0,False,False,False,False,False,True
2001 Vejen Trolde Apotek,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,2.0,46517.9,1903.0,19.0,3.0,False,False,False,False,False,True
2020 København øresunds apotek,Cimzia,2 stk.,2.0,200.0,L04AB05,1.0,7492.31,1611.0,16.0,11.0,False,True,False,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,27074.62,1012.0,10.0,12.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,27074.62,1101.0,11.0,1.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,27074.62,1109.0,11.0,9.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,27074.62,1110.0,11.0,10.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,27074.62,1111.0,11.0,11.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,2.0,54149.24,1112.0,11.0,12.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,27074.62,1207.0,12.0,7.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,27074.62,1210.0,12.0,10.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,27074.62,1211.0,12.0,11.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,27074.62,1304.0,13.0,4.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,26397.75,1306.0,13.0,6.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,26397.75,1309.0,13.0,9.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,26397.75,1311.0,13.0,11.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,26397.75,1403.0,14.0,3.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1406.0,14.0,6.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1409.0,14.0,9.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1411.0,14.0,11.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,2.0,51475.62,1502.0,15.0,2.0,False,False,True,False,False,False
2040 Silkeborg Himmelbjerg apotek,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,1.0,25737.81,1508.0,15.0,8.0,False,False,True,False,False,False
